,Date,Stock,Open,High,Low,Close,Volume,Volatility
1696,2017-04-28,IBM,160.5,160.59,159.7,160.29,4029533,0.89
1697,2017-04-27,IBM,160.29,160.48,159.63,160.32,4081640,0.85
1698,2017-04-26,IBM,160.53,161.1,159.89,160.06,4311484,1.21
1699,2017-04-25,IBM,161.78,162.04,160.38,160.39,4842189,1.66
1700,2017-04-24,IBM,161.29,161.57,160.42,160.75,5320608,1.15
1701,2017-04-21,IBM,162.05,162.11,160.38,160.38,5607756,1.73
1702,2017-04-20,IBM,161.32,162.4,160.5,162.3,6486809,1.9
1703,2017-04-19,IBM,161.76,162.64,159.6,161.69,192843,3.04
1704,2017-04-18,IBM,170.79,171.69,169.83,170.05,6345465,1.86
1705,2017-04-17,IBM,169.75,171.3,169.62,171.1,3720218,1.68
1706,2017-04-13,IBM,169.92,171.36,169.53,169.53,3205462,1.83
1707,2017-04-12,IBM,171.04,171.2,170.02,170.66,3276931,1.18
1708,2017-04-11,IBM,170.65,171.23,168.98,170.58,4890163,2.25
1709,2017-04-10,IBM,172.53,172.56,171.0,171.2,3789936,1.56
1710,2017-04-07,IBM,172.08,172.93,171.28,172.14,3588302,1.65
1711,2017-04-06,IBM,173.47,173.47,172.25,172.45,3435403,1.22
1712,2017-04-05,IBM,174.7,176.33,172.81,172.88,6238894,3.52
1713,2017-04-04,IBM,173.52,174.96,173.26,174.52,3108855,1.7
1714,2017-04-03,IBM,173.82,174.87,173.38,174.5,4286498,1.49
1715,2017-03-31,IBM,173.98,174.95,173.69,174.14,2913684,1.26
1716,2017-03-30,IBM,173.86,174.59,173.69,173.86,3168254,0.9
1717,2017-03-29,IBM,174.3,174.49,173.46,173.94,3085606,1.03
1718,2017-03-28,IBM,173.94,175.0,173.0,174.51,3523345,2.0
1719,2017-03-27,IBM,172.69,174.16,172.0937,173.77,3259049,2.0663
1720,2017-03-24,IBM,175.12,175.5,173.39,173.83,3221672,2.11
1721,2017-03-23,IBM,174.43,175.67,173.56,174.82,3739976,2.11
1722,2017-03-22,IBM,174.04,175.06,172.8,174.78,3450512,2.26
1723,2017-03-21,IBM,176.01,176.23,173.84,173.88,3927741,2.39
1724,2017-03-20,IBM,175.65,176.18,175.14,175.7,2476125,1.04
1725,2017-03-17,IBM,176.29,176.79,175.65,175.65,5920967,1.14
1726,2017-03-16,IBM,178.46,179.0,176.82,177.24,4311848,2.18
1727,2017-03-15,IBM,175.71,176.28,174.75,175.81,3815537,1.53
1728,2017-03-14,IBM,176.18,176.82,175.211,175.72,3147497,1.609
1729,2017-03-13,IBM,177.85,178.06,176.415,176.46,3482189,1.645
1730,2017-03-10,IBM,178.21,179.49,177.42,177.83,3100116,2.07
1731,2017-03-09,IBM,179.15,179.25,175.88,177.18,5444076,3.37
1732,2017-03-08,IBM,180.75,180.95,179.3,179.45,3557396,1.65
1733,2017-03-07,IBM,180.71,181.29,180.1997,180.38,2977596,1.0903
1734,2017-03-06,IBM,179.72,180.99,179.57,180.47,3204434,1.42
1735,2017-03-03,IBM,180.04,181.32,179.7649,180.05,1825048,1.5551
1736,2017-03-02,IBM,181.88,181.88,180.43,180.53,2918153,1.45
1737,2017-03-01,IBM,180.48,182.55,180.03,181.95,3005564,2.52
1738,2017-02-28,IBM,179.38,180.63,179.35,179.82,3273335,1.28
1739,2017-02-27,IBM,181.19,181.25,179.28,179.4,3691209,1.97
1740,2017-02-24,IBM,180.21,181.49,179.89,181.35,3299019,1.6
1741,2017-02-23,IBM,182.0,182.5,180.92,181.65,2282526,1.58
1742,2017-02-22,IBM,180.09,181.34,180.09,181.15,3020540,1.25
1743,2017-02-21,IBM,180.6,180.79,179.12,180.26,4480199,1.67
1744,2017-02-17,IBM,181.25,181.57,180.0,180.67,3552305,1.57
1745,2017-02-16,IBM,181.45,182.79,180.87,181.43,3251547,1.92
1746,2017-02-15,IBM,180.2,181.92,179.81,181.68,2914292,2.11
1747,2017-02-14,IBM,178.57,180.13,178.35,180.13,2775818,1.78
1748,2017-02-13,IBM,179.24,179.9,178.84,179.36,3093372,1.06
1749,2017-02-10,IBM,177.37,178.8701,176.76,178.68,2930710,2.1101
1750,2017-02-09,IBM,176.17,177.8,175.91,177.21,3090710,1.89
1751,2017-02-08,IBM,177.5,177.5,175.88,176.17,2913126,1.62
1752,2017-02-07,IBM,176.0,178.62,175.9,178.46,3873233,2.72
1753,2017-02-06,IBM,175.31,175.98,174.38,175.86,2650509,1.6
1754,2017-02-03,IBM,175.0,176.34,174.89,175.82,3309179,1.45
1755,2017-02-02,IBM,174.23,174.97,173.55,174.58,2620526,1.42
1756,2017-02-01,IBM,175.0,175.7025,172.89,174.29,2795445,2.8125
1757,2017-01-31,IBM,175.05,175.58,173.61,174.52,4134049,1.97
1758,2017-01-30,IBM,176.98,177.07,174.5768,175.8,4093555,2.4932
1759,2017-01-27,IBM,178.47,179.2,177.3,177.3,3482105,1.9
1760,2017-01-26,IBM,178.06,178.88,177.51,178.66,3063911,1.37
1761,2017-01-25,IBM,176.26,179.25,176.13,178.29,5922462,3.12
1762,2017-01-24,IBM,171.36,176.0,171.16,175.9,6952369,4.84
1763,2017-01-23,IBM,170.08,171.25,170.01,171.03,5477314,1.24
1764,2017-01-20,IBM,167.81,170.64,166.0,170.55,12606847,4.64
1765,2017-01-19,IBM,166.96,167.45,165.8,166.81,6963386,1.65
1766,2017-01-18,IBM,167.45,168.59,166.69,166.8,4005626,1.9
1767,2017-01-17,IBM,166.69,168.18,166.1201,167.89,3315655,2.0599
1768,2017-01-13,IBM,167.97,168.48,166.875,167.34,2875319,1.605
1769,2017-01-12,IBM,167.77,168.01,165.56,167.95,2927953,2.45
1770,2017-01-11,IBM,166.05,167.76,165.6,167.75,3599464,2.16
1771,2017-01-10,IBM,167.98,168.09,165.34,165.52,4118694,2.75
1772,2017-01-09,IBM,169.47,169.8,167.62,167.65,3189413,2.18
1773,2017-01-06,IBM,168.69,169.92,167.52,169.53,2945536,2.4
1774,2017-01-05,IBM,169.25,169.39,167.26,168.7,2682181,2.13
1775,2017-01-04,IBM,167.77,169.87,167.36,169.26,3381232,2.51
1776,2017-01-03,IBM,167.0,167.87,166.01,167.19,2934299,1.86
1777,2016-12-30,IBM,166.44,166.7,165.5,165.99,2952200,1.2
1778,2016-12-29,IBM,166.02,166.99,166.0,166.6,1663542,0.99
1779,2016-12-28,IBM,167.29,167.74,166.0,166.19,1757500,1.74
1780,2016-12-27,IBM,166.98,167.98,166.85,167.14,1397455,1.13
1781,2016-12-23,IBM,167.0,167.49,166.45,166.71,1701228,1.04
1782,2016-12-22,IBM,167.36,168.23,166.58,167.06,2802631,1.65
1783,2016-12-21,IBM,166.25,167.94,165.25,167.33,3575210,2.69
1784,2016-12-20,IBM,167.49,168.25,166.45,167.6,2174569,1.8
1785,2016-12-19,IBM,166.83,167.26,166.0,166.68,2955864,1.26
1786,2016-12-16,IBM,168.97,169.11,166.06,166.73,7117050,3.05
1787,2016-12-15,IBM,168.01,169.85,167.78,168.02,3388570,2.07
1788,2016-12-14,IBM,168.37,169.89,167.45,168.51,4123821,2.44
1789,2016-12-13,IBM,165.68,169.952,165.68,168.29,5932271,4.272
1790,2016-12-12,IBM,166.72,166.79,165.07,165.5,3392030,1.72
1791,2016-12-09,IBM,165.18,166.72,164.6042,166.52,3146930,2.1158
1792,2016-12-08,IBM,164.87,166.0,164.22,165.36,3266336,1.78
1793,2016-12-07,IBM,160.6,165.18,160.39,164.79,4435050,4.79
1794,2016-12-06,IBM,160.13,160.79,158.93,160.35,2858962,1.86
1795,2016-12-05,IBM,160.85,161.15,159.5875,159.84,3447052,1.5625
1796,2016-12-02,IBM,159.0,160.29,158.41,160.02,2740782,1.88
1797,2016-12-01,IBM,161.95,162.195,158.3,159.82,4634740,3.895
1798,2016-11-30,IBM,163.35,163.8,162.21,162.22,4397777,1.59
1799,2016-11-29,IBM,164.0,164.41,163.03,163.53,3148196,1.38
1800,2016-11-28,IBM,163.2,164.66,162.7,164.52,4449355,1.96
1801,2016-11-25,IBM,161.83,163.19,161.83,163.14,1605344,1.36
1802,2016-11-23,IBM,161.94,162.38,161.3557,161.98,2256035,1.0243
1803,2016-11-22,IBM,163.0,163.0,161.95,162.67,2770736,1.05
1804,2016-11-21,IBM,160.69,163.0,160.3697,162.77,4637097,2.6303
1805,2016-11-18,IBM,159.8,160.72,159.21,160.39,2981633,1.51
1806,2016-11-17,IBM,159.22,159.93,158.85,159.8,2260984,1.08
1807,2016-11-16,IBM,158.46,159.55,158.03,159.29,2252806,1.52
1808,2016-11-15,IBM,158.42,159.15,157.55,158.67,3476996,1.6
1809,2016-11-14,IBM,161.25,161.86,157.58,158.21,5196498,4.28
1810,2016-11-11,IBM,159.97,161.34,159.33,161.27,4446630,2.01
1811,2016-11-10,IBM,157.66,161.16,157.59,160.22,7715807,3.57
1812,2016-11-09,IBM,152.96,155.56,151.0,154.81,5403688,4.56
1813,2016-11-08,IBM,154.56,155.93,153.06,155.17,3921044,2.87
1814,2016-11-07,IBM,153.99,156.11,153.84,155.72,3804943,2.27
1815,2016-11-04,IBM,152.4,153.64,151.87,152.43,2470353,1.77
1816,2016-11-03,IBM,152.51,153.74,151.8,152.37,2878728,1.94
1817,2016-11-02,IBM,152.48,153.345,151.67,151.95,3074338,1.675
1818,2016-11-01,IBM,153.5,153.91,151.74,152.79,3191924,2.17
1819,2016-10-31,IBM,152.76,154.33,152.76,153.69,3553172,1.57
1820,2016-10-28,IBM,154.05,154.44,152.18,152.61,3654446,2.26
1821,2016-10-27,IBM,152.82,154.06,152.02,153.35,4229336,2.04
1822,2016-10-26,IBM,150.71,152.94,150.255,151.81,2811421,2.685
1823,2016-10-25,IBM,150.69,151.16,149.83,150.88,2647416,1.33
1824,2016-10-24,IBM,150.4,151.52,150.4,150.57,2666740,1.12
1825,2016-10-21,IBM,150.58,151.15,149.56,149.63,4414171,1.59
1826,2016-10-20,IBM,151.28,152.9,151.02,151.52,4023075,1.88
1827,2016-10-19,IBM,151.27,152.45,150.83,151.26,4632854,1.62
1828,2016-10-18,IBM,150.02,151.0,147.79,150.72,12770570,3.21
1829,2016-10-17,IBM,154.45,155.89,154.34,154.77,5890421,1.55
1830,2016-10-14,IBM,154.47,155.53,154.09,154.45,4358147,1.44
1831,2016-10-13,IBM,153.7,154.22,152.27,153.72,2909948,1.95
1832,2016-10-12,IBM,154.97,154.97,153.08,154.29,2963843,1.89
1833,2016-10-11,IBM,156.73,156.95,153.89,154.79,2901226,3.06
1834,2016-10-10,IBM,156.71,158.49,156.655,157.02,2481288,1.835
1835,2016-10-07,IBM,157.14,157.7,154.86,155.67,2671256,2.84
1836,2016-10-06,IBM,156.84,157.43,155.89,156.88,1950106,1.54
1837,2016-10-05,IBM,157.07,157.83,156.72,157.08,1684458,1.11
1838,2016-10-04,IBM,157.67,158.53,155.82,156.46,2884146,2.71
1839,2016-10-03,IBM,158.06,158.37,157.02,157.61,2227800,1.35
1840,2016-09-30,IBM,158.9,159.838,158.06,158.85,3596878,1.778
1841,2016-09-29,IBM,158.63,165.0,157.46,158.11,3374838,7.54
1842,2016-09-28,IBM,156.99,158.625,156.23,158.29,3309408,2.395
1843,2016-09-27,IBM,154.32,156.77,153.81,156.77,2987195,2.96
1844,2016-09-26,IBM,154.46,154.46,153.46,153.98,2533325,1.0
1845,2016-09-23,IBM,155.62,156.04,154.71,154.98,2702143,1.33
1846,2016-09-22,IBM,156.15,157.22,155.69,156.11,2690915,1.53
1847,2016-09-21,IBM,154.91,155.68,153.87,155.53,2473895,1.81
1848,2016-09-20,IBM,155.87,156.57,154.45,154.45,2159092,2.12
1849,2016-09-19,IBM,154.87,156.19,154.55,154.87,2450117,1.64
1850,2016-09-16,IBM,155.04,155.4,153.47,153.84,6463213,1.93
1851,2016-09-15,IBM,154.3,156.33,153.21,155.66,3662573,3.12
1852,2016-09-14,IBM,155.7,155.87,153.39,154.05,3860553,2.48
1853,2016-09-13,IBM,157.63,157.93,155.5,155.81,3636719,2.43
1854,2016-09-12,IBM,155.26,158.53,154.84,158.29,4367529,3.69
1855,2016-09-09,IBM,158.03,158.4,155.65,155.69,5185972,2.75
1856,2016-09-08,IBM,160.55,161.21,158.76,159.0,3963164,2.45
1857,2016-09-07,IBM,160.19,161.76,160.0,161.64,2866227,1.76
1858,2016-09-06,IBM,159.88,160.86,159.11,160.35,2994056,1.75
1859,2016-09-02,IBM,159.88,160.57,159.15,159.55,2315366,1.42
1860,2016-09-01,IBM,158.32,159.62,158.1,159.54,2358385,1.52
1861,2016-08-31,IBM,159.66,159.66,158.26,158.88,2323649,1.4
1862,2016-08-30,IBM,159.76,160.15,158.81,159.4,1813343,1.34
1863,2016-08-29,IBM,158.83,160.21,158.5,159.72,2475853,1.71
1864,2016-08-26,IBM,158.88,160.44,157.85,158.32,2498909,2.59
1865,2016-08-25,IBM,159.0,159.54,158.42,158.63,2575023,1.12
1866,2016-08-24,IBM,159.89,160.18,158.32,159.05,3620365,1.86
1867,2016-08-23,IBM,160.33,161.34,160.23,160.26,2838137,1.11
1868,2016-08-22,IBM,160.0,160.57,159.13,160.0,2039331,1.44
1869,2016-08-19,IBM,160.84,160.91,159.52,160.04,2815163,1.39
1870,2016-08-18,IBM,160.89,162.0,160.4401,161.36,3652013,1.5599
1871,2016-08-17,IBM,160.97,161.16,159.84,160.44,3225919,1.32
1872,2016-08-16,IBM,161.11,161.93,160.69,160.7,2210229,1.24
1873,2016-08-15,IBM,162.4,162.97,161.78,161.88,2970415,1.19
1874,2016-08-12,IBM,163.19,163.46,161.52,161.95,2543079,1.94
1875,2016-08-11,IBM,162.25,164.95,162.18,163.53,8768585,2.77
1876,2016-08-10,IBM,162.19,162.66,161.955,162.08,2466675,0.705
1877,2016-08-09,IBM,162.22,162.772,161.645,161.77,2737530,1.127
1878,2016-08-08,IBM,162.73,163.27,161.58,162.04,3039081,1.69
1879,2016-08-05,IBM,162.0,163.51,161.57,163.5,3812370,1.94
1880,2016-08-04,IBM,160.86,161.7,160.12,161.55,2488878,1.58
1881,2016-08-03,IBM,160.13,160.86,159.8,160.67,2861558,1.06
1882,2016-08-02,IBM,161.27,161.4499,160.36,160.58,3080899,1.0899
1883,2016-08-01,IBM,160.65,161.65,159.84,161.45,2823578,1.81
1884,2016-07-29,IBM,161.36,161.67,160.03,160.62,3547395,1.64
1885,2016-07-28,IBM,161.38,161.81,160.71,161.37,2340369,1.1
1886,2016-07-27,IBM,162.12,162.57,161.18,161.83,2162680,1.39
1887,2016-07-26,IBM,162.65,163.6,161.37,162.12,2892969,2.23
1888,2016-07-25,IBM,162.0,162.88,161.75,162.65,2804578,1.13
1889,2016-07-22,IBM,160.78,162.17,160.479,162.07,2520077,1.691
1890,2016-07-21,IBM,160.75,161.85,159.89,160.45,4046030,1.96
1891,2016-07-20,IBM,159.97,161.71,159.6,161.36,4373609,2.11
1892,2016-07-19,IBM,161.78,162.14,157.89,159.58,7119917,4.25
1893,2016-07-18,IBM,159.3,160.75,158.73,159.86,6716340,2.02
1894,2016-07-15,IBM,159.9,159.98,158.5,159.78,4474358,1.48
1895,2016-07-14,IBM,158.81,161.4,158.58,160.28,4637624,2.82
1896,2016-07-13,IBM,157.75,158.34,157.06,158.02,2746089,1.28
1897,2016-07-12,IBM,156.0,157.12,155.52,157.04,3843773,1.6
1898,2016-07-11,IBM,154.6,156.04,154.5,155.33,2833612,1.54
1899,2016-07-08,IBM,154.0,154.6,153.08,154.46,3040593,1.52
1900,2016-07-07,IBM,152.75,153.6891,151.89,152.6,2138421,1.7991
1901,2016-07-06,IBM,151.85,152.41,149.92,152.37,2569393,2.49
1902,2016-07-05,IBM,151.19,152.0,150.76,151.68,2464820,1.24
1903,2016-07-01,IBM,152.19,152.97,151.4,152.35,2658280,1.57
1904,2016-06-30,IBM,148.86,151.91,148.67,151.78,3967126,3.24
1905,2016-06-29,IBM,146.5,148.48,146.45,148.46,3367736,2.03
1906,2016-06-28,IBM,144.78,145.73,144.22,145.7,3996007,1.51
1907,2016-06-27,IBM,146.18,146.6,142.5,143.5,5166665,4.1
1908,2016-06-24,IBM,149.97,150.61,146.18,146.59,9081182,4.43
1909,2016-06-23,IBM,153.45,155.48,152.6,155.35,3967419,2.88
1910,2016-06-22,IBM,153.75,154.71,152.27,152.92,2833364,2.44
1911,2016-06-21,IBM,154.16,154.5689,153.69,154.05,2760344,0.8789
1912,2016-06-20,IBM,152.6,154.67,152.52,153.61,3572102,2.15
1913,2016-06-17,IBM,150.96,152.72,150.6044,151.99,4663870,2.1156
1914,2016-06-16,IBM,150.19,151.295,149.0,151.06,2449064,2.295
1915,2016-06-15,IBM,151.46,151.7925,150.6,150.68,2260406,1.1925
1916,2016-06-14,IBM,151.28,151.79,150.4,151.06,2865833,1.39
1917,2016-06-13,IBM,151.63,152.5,150.28,151.28,3610407,2.22
1918,2016-06-10,IBM,152.79,153.3299,151.86,152.37,3120563,1.4699
1919,2016-06-09,IBM,152.92,153.76,152.73,153.42,2021796,1.03
1920,2016-06-08,IBM,153.53,154.09,153.04,154.0,2935036,1.05
1921,2016-06-07,IBM,153.31,153.93,152.66,153.33,4464985,1.27
1922,2016-06-06,IBM,153.09,153.95,152.34,152.73,2378462,1.61
1923,2016-06-03,IBM,152.4,153.04,151.7,152.89,2328056,1.34
1924,2016-06-02,IBM,152.59,153.5,152.12,153.5,2642601,1.38
1925,2016-06-01,IBM,153.0,153.27,151.54,152.51,2662937,1.73
1926,2016-05-31,IBM,152.56,153.81,152.27,153.74,5836645,1.54
1927,2016-05-27,IBM,152.35,152.93,152.15,152.84,2457037,0.78
1928,2016-05-26,IBM,151.55,152.51,151.05,152.44,3062934,1.46
1929,2016-05-25,IBM,148.93,152.09,148.5001,151.69,4358039,3.5899
1930,2016-05-24,IBM,146.88,148.75,146.88,148.31,2929132,1.87
1931,2016-05-23,IBM,147.61,147.95,146.66,146.77,2103733,1.29
1932,2016-05-20,IBM,145.71,147.51,145.55,147.25,3670262,1.96
1933,2016-05-19,IBM,146.48,146.93,143.955,144.93,3685595,2.975
1934,2016-05-18,IBM,147.99,148.52,146.36,147.34,2491086,2.16
1935,2016-05-17,IBM,149.21,149.5,147.29,148.0,3490374,2.21
1936,2016-05-16,IBM,147.65,149.99,147.44,149.46,3069126,2.55
1937,2016-05-13,IBM,148.79,149.86,147.42,147.72,2397902,2.44
1938,2016-05-12,IBM,149.21,149.39,147.11,148.84,3249032,2.28
1939,2016-05-11,IBM,149.71,151.09,148.74,148.95,3092408,2.35
1940,2016-05-10,IBM,148.24,150.04,147.74,149.97,3992536,2.3
1941,2016-05-09,IBM,147.7,148.2,147.01,147.34,4302425,1.19
1942,2016-05-06,IBM,144.86,147.97,144.47,147.29,4895684,3.5
1943,2016-05-05,IBM,145.95,147.3,145.45,146.47,6500738,1.85
1944,2016-05-04,IBM,143.36,145.0,143.31,144.25,2576786,1.69
1945,2016-05-03,IBM,144.65,144.9,142.9,144.13,3584261,2.0
1946,2016-05-02,IBM,146.56,147.0,144.43,145.27,3502443,2.57
1947,2016-04-29,IBM,146.49,147.34,144.191,145.94,4225790,3.149
1948,2016-04-28,IBM,149.75,150.18,146.725,147.07,3791337,3.455
1949,2016-04-27,IBM,149.35,150.78,148.97,150.47,3110789,1.81
1950,2016-04-26,IBM,148.65,149.79,147.9,149.08,2979699,1.89
1951,2016-04-25,IBM,148.16,148.9,147.11,148.81,2848935,1.79
1952,2016-04-22,IBM,149.44,151.0,147.5,148.5,5191802,3.5
1953,2016-04-21,IBM,146.58,150.12,146.46,149.3,6015526,3.66
1954,2016-04-20,IBM,144.24,147.2,144.0,146.11,6754189,3.2
1955,2016-04-19,IBM,146.47,146.95,142.61,144.0,13188308,4.34
1956,2016-04-18,IBM,151.75,153.14,151.49,152.53,6538819,1.65
1957,2016-04-15,IBM,151.04,152.1,150.96,151.72,3657466,1.14
1958,2016-04-14,IBM,151.5,152.76,150.38,151.16,3176300,2.38
1959,2016-04-13,IBM,150.75,151.23,149.63,151.23,3167970,1.6
1960,2016-04-12,IBM,149.61,150.11,148.58,149.63,3595549,1.53
1961,2016-04-11,IBM,150.26,151.95,149.22,149.25,3845918,2.73
1962,2016-04-08,IBM,149.06,149.99,148.12,149.35,3293512,1.87
1963,2016-04-07,IBM,149.07,149.6,148.0,148.25,3662508,1.6
1964,2016-04-06,IBM,149.9,150.15,147.81,150.02,4194265,2.34
1965,2016-04-05,IBM,151.43,151.6,149.65,150.0,3336952,1.95
1966,2016-04-04,IBM,152.34,153.52,151.91,152.07,3930319,1.61
1967,2016-04-01,IBM,150.51,152.96,150.25,152.52,3925181,2.71
1968,2016-03-31,IBM,149.79,153.1,149.36,151.45,6780132,3.74
1969,2016-03-30,IBM,149.95,150.41,148.32,148.41,3330841,2.09
1970,2016-03-29,IBM,147.59,149.76,147.5,149.33,3138545,2.26
1971,2016-03-28,IBM,147.75,148.65,147.23,148.4,3265084,1.42
1972,2016-03-24,IBM,144.98,148.22,144.49,147.95,5044335,3.73
1973,2016-03-23,IBM,148.0,148.03,145.13,145.4,4763987,2.9
1974,2016-03-22,IBM,148.06,149.28,147.84,148.1,4081924,1.44
1975,2016-03-21,IBM,147.3,148.71,146.7201,148.63,3721463,1.9899
1976,2016-03-18,IBM,147.4,147.51,145.51,147.09,12088126,2.0
1977,2016-03-17,IBM,144.78,147.32,144.45,147.04,5821180,2.87
1978,2016-03-16,IBM,142.62,144.88,142.11,144.79,4221939,2.77
1979,2016-03-15,IBM,141.74,143.33,141.54,142.96,3707538,1.79
1980,2016-03-14,IBM,142.01,143.19,141.04,142.78,4047634,2.15
1981,2016-03-11,IBM,141.73,142.9236,140.51,142.36,4421748,2.4136
1982,2016-03-10,IBM,141.24,141.47,138.09,140.19,4020024,3.38
1983,2016-03-09,IBM,139.31,142.17,139.23,140.41,4406304,2.94
1984,2016-03-08,IBM,139.71,140.35,137.42,139.07,5537856,2.93
1985,2016-03-07,IBM,137.28,140.51,136.8718,140.15,5170228,3.6382
1986,2016-03-04,IBM,137.535,139.42,137.02,137.8,3968423,2.4
1987,2016-03-03,IBM,137.22,137.9602,136.07,137.8,5155978,1.8902
1988,2016-03-02,IBM,133.7,137.44,133.22,136.3,5217230,4.22
1989,2016-03-01,IBM,132.24,134.64,132.03,134.37,3788084,2.61
1990,2016-02-29,IBM,132.0,133.36,130.9,131.03,4427472,2.46
1991,2016-02-26,IBM,134.51,134.92,131.95,132.03,4385699,2.97
1992,2016-02-25,IBM,133.29,134.51,130.88,134.5,4358205,3.63
1993,2016-02-24,IBM,131.55,133.49,129.68,132.8,4122421,3.81
1994,2016-02-23,IBM,133.14,133.41,132.01,132.4,3439631,1.4
1995,2016-02-22,IBM,133.84,134.31,132.41,133.77,4457444,1.9
1996,2016-02-19,IBM,132.36,133.65,130.84,133.08,5125276,2.81
1997,2016-02-18,IBM,130.0,134.0,129.75,132.45,9951438,4.25
1998,2016-02-17,IBM,123.71,126.57,123.25,126.1,4820982,3.32
1999,2016-02-16,IBM,121.83,123.09,121.34,122.74,4061066,1.75
2000,2016-02-12,IBM,119.26,121.05,118.35,121.04,4935670,2.7
2001,2016-02-11,IBM,118.78,119.66,116.901,117.85,7307503,2.759
2002,2016-02-10,IBM,125.0,125.29,119.84,120.19,6462375,5.45
2003,2016-02-09,IBM,126.12,126.93,123.77,124.07,5956138,3.16
2004,2016-02-08,IBM,126.0,127.51,124.13,126.98,7363893,3.38
2005,2016-02-05,IBM,127.22,128.64,125.85,128.57,7176765,2.79
2006,2016-02-04,IBM,125.08,128.5,125.0,127.65,5265650,3.5
2007,2016-02-03,IBM,123.99,125.4499,122.29,124.72,6223424,3.1599
2008,2016-02-02,IBM,123.67,124.14,122.64,122.94,3287218,1.5
2009,2016-02-01,IBM,124.4,125.29,123.71,124.83,3574834,1.58
2010,2016-01-29,IBM,123.28,124.79,122.96,124.79,8248077,1.83
2011,2016-01-28,IBM,121.26,122.83,121.01,122.22,3942537,1.82
2012,2016-01-27,IBM,122.73,123.37,120.65,120.96,5025161,2.72
2013,2016-01-26,IBM,122.25,123.61,122.24,122.59,4617414,1.37
2014,2016-01-25,IBM,122.1,124.23,121.64,122.08,5445560,2.59
2015,2016-01-22,IBM,124.67,124.74,121.77,122.5,9238219,2.97
2016,2016-01-21,IBM,121.3,125.1,120.5751,122.91,8851531,4.5249
2017,2016-01-20,IBM,118.46,123.99,118.0,121.86,16157769,5.99
2018,2016-01-19,IBM,130.11,132.1,128.06,128.11,9955973,4.04
2019,2016-01-15,IBM,130.01,130.88,128.87,130.03,9007945,2.01
2020,2016-01-14,IBM,131.93,133.79,131.22,132.91,5709426,2.57
2021,2016-01-13,IBM,133.5,134.2799,131.1,131.17,4700115,3.1799
2022,2016-01-12,IBM,133.65,133.78,131.13,132.9,5078360,2.65
2023,2016-01-11,IBM,131.81,133.82,131.76,133.23,4974236,2.06
2024,2016-01-08,IBM,133.18,133.816,131.32,131.63,4762583,2.496
2025,2016-01-07,IBM,133.7,135.02,132.43,132.86,7024500,2.59
2026,2016-01-06,IBM,134.38,135.58,133.62,135.17,4310774,1.96
2027,2016-01-05,IBM,136.76,136.89,134.8501,135.85,3924785,2.0399
2028,2016-01-04,IBM,135.6,135.97,134.24,135.95,5229231,1.73
2029,2015-12-31,IBM,139.07,139.1,137.57,137.62,3462037,1.53
2030,2015-12-30,IBM,139.58,140.44,139.22,139.34,2989367,1.22
2031,2015-12-29,IBM,138.25,140.06,138.2,139.78,3943691,1.86
2032,2015-12-28,IBM,137.74,138.045,136.54,137.61,3143412,1.505
2033,2015-12-24,IBM,138.43,138.88,138.11,138.25,1495226,0.77
2034,2015-12-23,IBM,138.3,139.305,138.11,138.54,5164909,1.195
2035,2015-12-22,IBM,135.88,138.19,135.65,137.93,4263538,2.54
2036,2015-12-21,IBM,135.83,135.83,134.02,135.5,5616636,1.81
2037,2015-12-18,IBM,136.41,136.96,134.27,134.9,10008280,2.69
2038,2015-12-17,IBM,139.35,139.5,136.3075,136.75,4089539,3.1925
2039,2015-12-16,IBM,139.12,139.65,137.79,139.29,4345474,1.86
2040,2015-12-15,IBM,137.4,138.97,137.28,137.79,4238546,1.69
2041,2015-12-14,IBM,135.31,136.14,134.02,135.93,5141549,2.12
2042,2015-12-11,IBM,135.23,135.44,133.91,134.57,5333567,1.53
2043,2015-12-10,IBM,137.03,137.85,135.7201,136.78,4221948,2.1299
2044,2015-12-09,IBM,137.38,139.84,136.23,136.61,4614993,3.61
2045,2015-12-08,IBM,138.28,139.06,137.53,138.05,3904755,1.53
2046,2015-12-07,IBM,140.16,140.41,138.81,139.55,3279300,1.6
2047,2015-12-04,IBM,138.09,141.02,137.99,140.43,4567752,3.03
2048,2015-12-03,IBM,140.1,140.73,138.19,138.92,5905763,2.54
2049,2015-12-02,IBM,140.93,141.21,139.5,139.7,3725193,1.71
2050,2015-12-01,IBM,139.58,141.4,139.58,141.28,4195119,1.82
2051,2015-11-30,IBM,138.61,139.9,138.52,139.42,4542014,1.38
2052,2015-11-27,IBM,138.0,138.81,137.21,138.46,1415840,1.6
2053,2015-11-25,IBM,138.37,138.43,137.375,138.0,3238166,1.055
2054,2015-11-24,IBM,137.65,139.34,137.31,138.6,3407603,2.03
2055,2015-11-23,IBM,138.53,138.87,137.12,138.46,5137872,1.75
2056,2015-11-20,IBM,137.37,138.915,137.25,138.5,5176255,1.665
2057,2015-11-19,IBM,136.21,137.7355,136.01,136.74,4753503,1.7255
2058,2015-11-18,IBM,134.79,135.91,134.26,135.82,4148771,1.65
2059,2015-11-17,IBM,134.22,134.82,133.31,133.82,2814487,1.51
2060,2015-11-16,IBM,131.79,134.09,131.79,133.71,4190777,2.3
2061,2015-11-13,IBM,132.95,133.0,131.65,131.75,4609621,1.35
